Gene_ID,Drug_ID,Association_Label,drug_emb_index,prot_emb_index
PA139,PA451578,1,4703,4703
PA217,PA451578,1,4704,4704
PA267,PA451578,0,4705,4705
PA27006,PA451578,1,4706,4706
PA27112,PA451578,1,4707,4707
PA280,PA451578,1,4708,4708
PA29778,PA451578,1,4709,4709
PA33532,PA451578,1,4710,4710
PA36394,PA451578,1,4711,4711
PA36552,PA451578,1,4712,4712
PA37183,PA451578,1,4713,4713
PA378,PA451578,0,4714,4714
PA31274,PA166241801,1,4715,4715
PA117,PA449061,1,4716,4716
PA124,PA449061,1,4717,4717
PA128,PA449061,0,4718,4718
PA130,PA449061,1,4719,4719
PA131,PA449061,0,4720,4720
PA134884097,PA449061,1,4721,4721
PA139,PA449061,1,4722,4722
PA145148084,PA449061,1,4723,4723
PA147,PA449061,1,4724,4724
PA182,PA449061,1,4725,4725
PA183,PA449061,1,4726,4726
PA192,PA449061,1,4727,4727
PA193,PA449061,1,4728,4728
PA245,PA449061,1,4729,4729
PA26681,PA449061,1,4730,4730
PA267,PA449061,1,4731,4731
PA27093,PA449061,1,4732,4732
PA27478,PA449061,1,4733,4733
PA27479,PA449061,1,4734,4734
PA27832,PA449061,1,4735,4735
PA27955,PA449061,1,4736,4736
PA28162,PA449061,1,4737,4737
PA28725,PA449061,1,4738,4738
PA28980,PA449061,1,4739,4739
PA30676,PA449061,1,4740,4740
PA311,PA449061,1,4741,4741
PA312,PA449061,1,4742,4742
PA31818,PA449061,1,4743,4743
PA35056,PA449061,1,4744,4744
PA35057,PA449061,1,4745,4745
PA35068,PA449061,0,4746,4746
PA35072,PA449061,0,4747,4747
PA420,PA449061,1,4748,4748
PA131,PA451142,1,4749,4749
PA134952671,PA166128130,1,4750,4750
PA166049147,PA166128130,1,4751,4751
PA130,PA449533,1,4752,4752
PA301,PA449533,1,4753,4753
PA128,PA449273,0,4754,4754
PA130,PA449273,1,4755,4755
PA24355,PA449273,1,4756,4756
PA128,PA166184235,1,4757,4757
PA211,PA164712406,1,4758,4758
PA134952671,PA166128132,1,4759,4759
PA166049147,PA166128132,1,4760,4760
PA137,PA449177,1,4761,4761
PA137,PA449212,1,4762,4762
PA137,PA449748,1,4763,4763
PA137,PA449961,1,4764,4764
PA137,PA450163,1,4765,4765
PA107,PA450566,1,4766,4766
PA116,PA450566,1,4767,4767
PA125,PA450566,1,4768,4768
PA134865839,PA450566,1,4769,4769
PA267,PA450566,1,4770,4770
PA29778,PA450566,1,4771,4771
PA35844,PA450566,1,4772,4772
PA361,PA450566,1,4773,4773
PA37182,PA450566,1,4774,4774
PA37183,PA450566,1,4775,4775
PA419,PA450566,1,4776,4776
PA435,PA450566,1,4777,4777
PA121,PA448710,1,4778,4778
PA18,PA448710,1,4779,4779
PA27093,PA448710,0,4780,4780
PA34896,PA448710,1,4781,4781
PA85,PA448710,1,4782,4782
PA134952671,PA166163427,1,4783,4783
PA25408,PA166160044,1,4784,4784
PA116,PA450264,1,4785,4785
PA130,PA450264,1,4786,4786
PA131,PA450264,1,4787,4787
PA134865839,PA450264,1,4788,4788
PA244,PA450264,1,4789,4789
PA30196,PA451996,1,4790,4790
PA31768,PA451996,1,4791,4791
PA359,PA451996,1,4792,4792
PA109,PA165109660,1,4793,4793
PA378,PA448419,1,4794,4794
PA35068,PA164712499,1,4795,4795
PA35068,PA164712708,1,4796,4796
PA35068,PA164712830,0,4797,4797
PA35068,PA164742987,1,4798,4798
PA35068,PA164760860,1,4799,4799
PA35068,PA164769031,1,4800,4800
PA35068,PA164781042,1,4801,4801
PA35068,PA166123566,1,4802,4802
PA35068,PA166152829,1,4803,4803
PA35068,PA448004,1,4804,4804
PA35068,PA448015,1,4805,4805
PA35068,PA448320,0,4806,4806
PA35068,PA448406,1,4807,4807
PA35068,PA448497,1,4808,4808
PA35068,PA448785,1,4809,4809
PA35068,PA449061,0,4810,4810
PA35068,PA450112,1,4811,4811
PA35068,PA450164,1,4812,4812
PA35068,PA450206,1,4813,4813
PA35068,PA450616,1,4814,4814
PA35068,PA451182,1,4815,4815
PA35068,PA451250,1,4816,4816
PA35068,PA451686,1,4817,4817
PA35068,PA452639,1,4818,4818
PA35602,PA164783958,1,4819,4819
PA33799,PA165290928,1,4820,4820
PA33799,PA165290929,1,4821,4821
PA33799,PA166179849,1,4822,4822
PA33799,PA166182748,1,4823,4823
PA33799,PA166190221,1,4824,4824
PA33799,PA166238763,1,4825,4825
PA33799,PA166397682,1,4826,4826
PA33799,PA450921,1,4827,4827
PA33799,PA451906,0,4828,4828
PA126,PA450985,1,4829,4829
PA124,PA164781320,1,4830,4830
PA130,PA164781320,1,4831,4831
PA244,PA165980594,1,4832,4832
PA24413,PA165980594,1,4833,4833
PA25321,PA165980594,1,4834,4834
PA28469,PA448502,1,4835,4835
PA267,PA451640,1,4836,4836
PA378,PA451640,1,4837,4837
PA331,PA10323,1,4838,4838
PA331,PA130620651,1,4839,4839
PA331,PA164713176,1,4840,4840
PA331,PA164781343,1,4841,4841
PA331,PA166123389,1,4842,4842
PA331,PA449014,1,4843,4843
PA331,PA450163,1,4844,4844
PA331,PA450395,1,4845,4845
PA28469,PA164746899,1,4846,4846
PA37178,PA451899,1,4847,4847
PA37179,PA451899,1,4848,4848
PA37301,PA451899,1,4849,4849
PA134952671,PA166122590,1,4850,4850
PA166049147,PA166122590,1,4851,4851
PA116,PA128406956,1,4852,4852
PA121,PA128406956,1,4853,4853
PA124,PA128406956,1,4854,4854
PA125,PA128406956,1,4855,4855
PA130,PA128406956,1,4856,4856
PA134865839,PA128406956,1,4857,4857
PA134956204,PA128406956,1,4858,4858
PA145,PA128406956,0,4859,4859
PA155,PA128406956,1,4860,4860
PA182,PA128406956,0,4861,4861
PA183,PA128406956,1,4862,4862
PA203,PA128406956,1,4863,4863
PA245,PA128406956,1,4864,4864
PA254,PA128406956,1,4865,4865
PA26121,PA128406956,1,4866,4866
PA26122,PA128406956,1,4867,4867
PA267,PA128406956,0,4868,4868
PA27091,PA128406956,1,4869,4869
PA27094,PA128406956,1,4870,4870
PA27848,PA128406956,1,4871,4871
PA28130,PA128406956,1,4872,4872
PA29028,PA128406956,1,4873,4873
PA31744,PA128406956,1,4874,4874
PA327,PA128406956,1,4875,4875
PA33529,PA128406956,1,4876,4876
PA33942,PA128406956,1,4877,4877
PA356,PA128406956,0,4878,4878
PA35753,PA128406956,1,4879,4879
PA359,PA128406956,0,4880,4880
PA36679,PA128406956,1,4881,4881
PA369,PA128406956,1,4882,4882
PA37302,PA128406956,1,4883,4883
PA390,PA128406956,1,4884,4884
PA395,PA128406956,1,4885,4885
PA397,PA128406956,1,4886,4886
PA420,PA128406956,1,4887,4887
PA61,PA128406956,1,4888,4888
PA7360,PA128406956,1,4889,4889
PA75,PA128406956,1,4890,4890
PA124,PA449001,1,4891,4891
PA267,PA449001,1,4892,4892
PA109,PA165948052,1,4893,4893
PA25294,PA450528,1,4894,4894
PA124,PA449969,0,4895,4895
PA128,PA449969,0,4896,4896
PA130,PA449969,1,4897,4897
PA27093,PA449969,1,4898,4898
PA124,PA166180939,1,4899,4899
PA28065,PA10004,1,4900,4900
PA28065,PA10040,1,4901,4901
PA28065,PA164743704,1,4902,4902
PA28065,PA165292659,1,4903,4903
PA28065,PA166235241,1,4904,4904
PA28065,PA449515,1,4905,4905
PA28065,PA451261,1,4906,4906
PA28065,PA451743,1,4907,4907
PA28065,PA452639,1,4908,4908
PA125,PA10235,1,4909,4909
PA125,PA128406956,1,4910,4910
PA125,PA133950441,1,4911,4911
PA125,PA164712563,1,4912,4912
PA125,PA164712580,1,4913,4913
PA125,PA164746311,1,4914,4914
PA125,PA164748728,1,4915,4915
PA125,PA164777036,1,4916,4916
PA125,PA165110351,1,4917,4917
PA125,PA165291492,1,4918,4918
PA125,PA448404,1,4919,4919
PA125,PA448785,1,4920,4920
PA125,PA448803,0,4921,4921
PA125,PA448871,1,4922,4922
PA125,PA448897,1,4923,4923
PA125,PA449053,1,4924,4924
PA125,PA449165,0,4925,4925
PA125,PA449167,0,4926,4926
PA125,PA449293,0,4927,4927
PA125,PA449412,1,4928,4928
PA125,PA449476,0,4929,4929
PA125,PA449748,1,4930,4930
PA125,PA449957,1,4931,4931
PA125,PA450546,1,4932,4932
PA125,PA450566,1,4933,4933
PA125,PA450688,1,4934,4934
PA125,PA450761,0,4935,4935
PA125,PA450767,1,4936,4936
PA125,PA450970,0,4937,4937
PA125,PA451234,1,4938,4938
PA125,PA451283,0,4939,4939
PA125,PA451363,1,4940,4940
PA125,PA451578,1,4941,4941
PA125,PA7000,1,4942,4942
PA124,PA164924493,0,4943,4943
PA131,PA164924493,0,4944,4944
PA30086,PA164924493,1,4945,4945
PA420,PA164924493,0,4946,4946
PA37179,PA10026,0,4947,4947
PA37179,PA10066,0,4948,4948
PA37179,PA10074,0,4949,4949
PA37179,PA164783479,0,4950,4950
PA37179,PA165958521,1,4951,4951
PA37179,PA166104276,1,4952,4952
PA37179,PA448320,1,4953,4953
PA37179,PA448385,0,4954,4954
PA37179,PA448432,1,4955,4955
PA37179,PA448687,0,4956,4956
PA37179,PA448689,0,4957,4957
PA37179,PA448785,0,4958,4958
PA37179,PA449015,0,4959,4959
PA37179,PA449283,0,4960,4960
PA37179,PA449673,0,4961,4961
PA37179,PA450164,0,4962,4962
PA37179,PA450428,1,4963,4963
PA37179,PA450496,1,4964,4964
PA37179,PA450522,0,4965,4965
PA37179,PA450530,0,4966,4966
PA37179,PA450657,0,4967,4967
PA37179,PA450688,0,4968,4968
PA37179,PA450732,0,4969,4969
PA37179,PA450801,0,4970,4970
PA37179,PA450947,0,4971,4971
PA37179,PA451201,0,4972,4972
PA37179,PA451257,0,4973,4973
PA37179,PA451333,0,4974,4974
PA37179,PA451581,0,4975,4975
PA37179,PA451627,0,4976,4976
PA37179,PA451744,0,4977,4977
PA37179,PA451846,0,4978,4978
PA37179,PA451866,0,4979,4979
PA37179,PA451899,1,4980,4980
PA37179,PA451974,0,4981,4981
PA123,PA451250,1,4982,4982
PA124,PA451250,1,4983,4983
PA126,PA451250,1,4984,4984
PA129,PA451250,1,4985,4985
PA130,PA451250,1,4986,4986
PA131,PA451250,1,4987,4987
PA134865839,PA451250,0,4988,4988
PA18,PA451250,1,4989,4989
PA182,PA451250,0,4990,4990
PA183,PA451250,0,4991,4991
PA267,PA451250,1,4992,4992
PA29028,PA451250,1,4993,4993
PA35066,PA451250,1,4994,4994
PA35068,PA451250,1,4995,4995
PA378,PA451250,1,4996,4996
PA435,PA451250,1,4997,4997
PA29549,PA164743265,1,4998,4998
PA108,PA451089,1,4999,4999
PA116,PA451089,1,5000,5000
PA130,PA451089,1,5001,5001
PA131,PA451089,1,5002,5002
PA134865839,PA451089,0,5003,5003
PA139,PA451089,1,5004,5004
PA189,PA451089,1,5005,5005
PA227,PA451089,1,5006,5006
PA24373,PA451089,1,5007,5007
PA245,PA451089,1,5008,5008
PA267,PA451089,1,5009,5009
PA29556,PA451089,1,5010,5010
PA29561,PA451089,1,5011,5011
PA29808,PA451089,1,5012,5012
PA35072,PA451089,1,5013,5013
PA35844,PA451089,1,5014,5014
PA36552,PA451089,1,5015,5015
PA390,PA451089,1,5016,5016
PA55,PA451089,1,5017,5017
PA37,PA151249535,1,5018,5018
PA37,PA151958426,1,5019,5019
PA37,PA164712308,1,5020,5020
PA37,PA164712372,1,5021,5021
PA37,PA164712535,0,5022,5022
PA37,PA164743150,1,5023,5023
PA37,PA165945764,1,5024,5024
PA37,PA448011,1,5025,5025
PA37,PA448499,1,5026,5026
PA37,PA448611,1,5027,5027
PA37,PA448641,1,5028,5028
PA37,PA448665,1,5029,5029
PA37,PA448817,1,5030,5030
PA37,PA449051,1,5031,5031
PA37,PA449319,1,5032,5032
PA37,PA449396,1,5033,5033
PA37,PA449470,1,5034,5034
PA37,PA449500,1,5035,5035
PA37,PA450121,1,5036,5036
PA37,PA450480,1,5037,5037
PA37,PA450573,1,5038,5038
PA37,PA450649,1,5039,5039
PA37,PA450966,1,5040,5040
PA37,PA451145,1,5041,5041
PA37,PA451457,1,5042,5042
PA37,PA451483,1,5043,5043
PA37,PA451946,1,5044,5044
PA128,PA164749474,1,5045,5045
PA134952671,PA166163416,1,5046,5046
PA139,PA451406,1,5047,5047
PA212,PA449812,1,5048,5048
PA30474,PA448004,1,5049,5049
PA30474,PA448785,1,5050,5050
PA30474,PA449293,1,5051,5051
PA30474,PA449957,1,5052,5052
PA30474,PA449982,1,5053,5053
PA30474,PA450150,1,5054,5054
PA30474,PA450595,1,5055,5055
PA134865839,PA166184495,1,5056,5056
PA134952671,PA451241,1,5057,5057
PA152208656,PA451241,1,5058,5058
PA154,PA451241,1,5059,5059
PA166049147,PA451241,0,5060,5060
PA198,PA451241,1,5061,5061
PA227,PA451241,1,5062,5062
PA25302,PA451241,1,5063,5063
PA29973,PA451241,1,5064,5064
PA312,PA451241,1,5065,5065
PA35055,PA451241,1,5066,5066
PA35056,PA451241,1,5067,5067
PA35057,PA451241,1,5068,5068
PA37301,PA451241,1,5069,5069
PA386,PA451241,1,5070,5070
PA420,PA451241,1,5071,5071
PA7360,PA451241,1,5072,5072
PA176,PA451605,1,5073,5073
PA35844,PA451605,1,5074,5074
PA37178,PA451605,1,5075,5075
PA390,PA451605,1,5076,5076
PA180,PA164712445,1,5077,5077
PA254,PA164712445,1,5078,5078
PA28469,PA166184081,1,5079,5079
PA128,PA448641,0,5080,5080
PA131,PA448641,1,5081,5081
PA180,PA448641,1,5082,5082
PA28941,PA448641,1,5083,5083
PA37,PA448641,1,5084,5084
PA38,PA448641,1,5085,5085
PA130,PA451976,1,5086,5086
PA131,PA451976,1,5087,5087
PA378,PA450576,1,5088,5088
PA27844,PA165958441,1,5089,5089
PA130,PA165958362,0,5090,5090
PA130,PA449563,0,5091,5091
PA156,PA449563,1,5092,5092
PA266,PA449563,1,5093,5093
PA27091,PA449563,1,5094,5094
PA27092,PA449563,1,5095,5095
PA27886,PA449563,1,5096,5096
PA29816,PA10799,1,5097,5097
PA29816,PA164713366,1,5098,5098
PA29816,PA165958358,1,5099,5099
PA29816,PA449841,1,5100,5100
PA29816,PA449855,1,5101,5101
PA27844,PA166235241,1,5102,5102
PA28063,PA166235241,1,5103,5103
PA28065,PA166235241,1,5104,5104
PA125,PA449167,0,5105,5105
PA130,PA449167,0,5106,5106
PA131,PA449167,0,5107,5107
PA267,PA449167,1,5108,5108
PA27006,PA449167,1,5109,5109
PA29778,PA449167,1,5110,5110
PA33532,PA449167,1,5111,5111
PA356,PA449167,1,5112,5112
PA36394,PA449167,1,5113,5113
PA37183,PA449167,1,5114,5114
PA378,PA449167,1,5115,5115
PA390,PA449167,1,5116,5116
PA435,PA449167,1,5117,5117
PA128,PA164784002,1,5118,5118
PA130,PA164784002,1,5119,5119
PA212,PA164784002,1,5120,5120
PA37302,PA164771236,1,5121,5121
PA128,PA451666,1,5122,5122
PA212,PA451666,1,5123,5123
PA27112,PA451666,1,5124,5124
PA124,PA166160048,1,5125,5125
PA37069,PA166182756,1,5126,5126
PA37069,PA166182884,1,5127,5127
PA37069,PA166184562,1,5128,5128
PA37069,PA166277621,1,5129,5129
PA37069,PA166328821,1,5130,5130
PA267,PA10227,1,5131,5131
PA397,PA10227,1,5132,5132
PA130,PA451978,1,5133,5133
PA35055,PA451978,1,5134,5134
PA35056,PA451978,1,5135,5135
PA35072,PA451978,1,5136,5136
PA145,PA128406956,0,5137,5137
PA145,PA166115442,1,5138,5138
PA145,PA166182862,1,5139,5139
PA145,PA166182864,1,5140,5140
PA145,PA166183787,1,5141,5141
PA145,PA448771,0,5142,5142
PA145,PA449654,1,5143,5143
PA145,PA450085,1,5144,5144
PA145,PA450198,1,5145,5145
PA145,PA452620,1,5146,5146
PA145,PA452621,1,5147,5147
PA128,PA452616,0,5148,5148
PA121,PA450433,0,5149,5149
PA134865839,PA164712509,1,5150,5150
PA28469,PA10176,1,5151,5151
PA28469,PA10715,0,5152,5152
PA28469,PA10892,1,5153,5153
PA28469,PA135057240,1,5154,5154
PA28469,PA164712515,1,5155,5155
PA28469,PA164712516,1,5156,5156
PA28469,PA164713229,1,5157,5157
PA28469,PA164713397,1,5158,5158
PA28469,PA164713404,1,5159,5159
PA28469,PA164745551,1,5160,5160
PA28469,PA164746384,1,5161,5161
PA28469,PA164746760,1,5162,5162
PA28469,PA164746899,1,5163,5163
PA28469,PA164747026,1,5164,5164
PA28469,PA164747038,0,5165,5165
PA28469,PA164748741,1,5166,5166
PA28469,PA164748964,1,5167,5167
PA28469,PA164754877,1,5168,5168
PA28469,PA164774902,1,5169,5169
PA28469,PA164777036,0,5170,5170
PA28469,PA165111697,1,5171,5171
PA28469,PA165857067,1,5172,5172
PA28469,PA165858618,1,5173,5173
PA28469,PA165958406,1,5174,5174
PA28469,PA165963961,1,5175,5175
PA28469,PA166114911,1,5176,5176
PA28469,PA166114925,1,5177,5177
PA28469,PA166115361,1,5178,5178
PA28469,PA166115364,1,5179,5179
PA28469,PA166115579,1,5180,5180
PA28469,PA166115580,1,5181,5181
PA28469,PA166115581,1,5182,5182
PA28469,PA166123066,1,5183,5183
PA28469,PA166163260,1,5184,5184
PA28469,PA166163262,1,5185,5185
PA28469,PA166176008,1,5186,5186
PA28469,PA166176018,1,5187,5187
PA28469,PA166182735,1,5188,5188
PA28469,PA166182783,1,5189,5189
PA28469,PA166182885,1,5190,5190
PA28469,PA166183785,1,5191,5191
PA28469,PA166183788,1,5192,5192
PA28469,PA166184057,1,5193,5193
PA28469,PA166184059,1,5194,5194
PA28469,PA166184061,1,5195,5195
PA28469,PA166184081,1,5196,5196
PA28469,PA166184496,1,5197,5197
PA28469,PA166184497,1,5198,5198
PA28469,PA166268821,1,5199,5199
PA28469,PA166279461,1,5200,5200
PA28469,PA448015,0,5201,5201
PA28469,PA448382,0,5202,5202
PA28469,PA448404,1,5203,5203
PA28469,PA448497,0,5204,5204
PA28469,PA448502,1,5205,5205
PA28469,PA448810,1,5206,5206
PA28469,PA448866,1,5207,5207
PA28469,PA448927,0,5208,5208
PA28469,PA448946,1,5209,5209
PA28469,PA448948,0,5210,5210
PA28469,PA448966,1,5211,5211
PA28469,PA449009,1,5212,5212
PA28469,PA449092,1,5213,5213
PA28469,PA449211,1,5214,5214
PA28469,PA449212,0,5215,5215
PA28469,PA449412,1,5216,5216
PA28469,PA449415,1,5217,5217
PA28469,PA449685,1,5218,5218
PA28469,PA449733,1,5219,5219
PA28469,PA449761,1,5220,5220
PA28469,PA449762,1,5221,5221
PA28469,PA449782,1,5222,5222
PA28469,PA450112,1,5223,5223
PA28469,PA450213,1,5224,5224
PA28469,PA450348,0,5225,5225
PA28469,PA450353,1,5226,5226
PA28469,PA450384,1,5227,5227
PA28469,PA450457,0,5228,5228
PA28469,PA450475,1,5229,5229
PA28469,PA450555,1,5230,5230
PA28469,PA450640,1,5231,5231
PA28469,PA450644,1,5232,5232
PA28469,PA450654,1,5233,5233
PA28469,PA450684,1,5234,5234
PA28469,PA450877,1,5235,5235
PA28469,PA450932,1,5236,5236
PA28469,PA450947,1,5237,5237
PA28469,PA450970,1,5238,5238
PA28469,PA451101,1,5239,5239
PA28469,PA451103,0,5240,5240
PA28469,PA451106,0,5241,5241
PA28469,PA451124,1,5242,5242
PA28469,PA451193,0,5243,5243
PA28469,PA451213,1,5244,5244
PA28469,PA451271,1,5245,5245
PA28469,PA451512,1,5246,5246
PA28469,PA451521,1,5247,5247
PA28469,PA451536,1,5248,5248
PA28469,PA451539,1,5249,5249
PA28469,PA451540,0,5250,5250
PA28469,PA451542,1,5251,5251
PA28469,PA451544,1,5252,5252
PA28469,PA451545,1,5253,5253
PA28469,PA451547,1,5254,5254
PA28469,PA451718,1,5255,5255
PA28469,PA451788,1,5256,5256
PA28469,PA451850,1,5257,5257
PA28469,PA451898,1,5258,5258
PA28469,PA452200,1,5259,5259
PA28469,PA451193,0,5260,5260
PA29028,PA451193,1,5261,5261
PA24719,PA165948903,1,5262,5262
PA130,PA449685,1,5263,5263
PA28469,PA449685,1,5264,5264
PA378,PA449685,1,5265,5265
PA267,PA450354,1,5266,5266
PA27006,PA450354,1,5267,5267
PA25384,PA164760860,1,5268,5268
PA25384,PA449165,1,5269,5269
PA25384,PA449177,1,5270,5270
PA25384,PA449212,1,5271,5271
PA25384,PA449247,1,5272,5272
PA25384,PA449412,1,5273,5273
PA25384,PA450428,1,5274,5274
PA25384,PA451100,1,5275,5275
PA25384,PA451663,1,5276,5276
PA25384,PA451879,1,5277,5277
PA35056,PA166115521,1,5278,5278
PA128,PA451457,0,5279,5279
PA180,PA451457,1,5280,5280
PA211,PA451457,1,5281,5281
PA28941,PA451457,1,5282,5282
PA37,PA451457,1,5283,5283
PA38,PA451457,1,5284,5284
PA39,PA451457,1,5285,5285
PA25411,PA166131610,1,5286,5286
PA25412,PA166131610,1,5287,5287
PA35068,PA166152829,1,5288,5288
PA35072,PA166152829,1,5289,5289
PA129,PA451341,1,5290,5290
PA130,PA451341,1,5291,5291
PA267,PA451341,1,5292,5292
PA28980,PA451341,1,5293,5293
PA29028,PA451341,1,5294,5294
PA34896,PA451341,1,5295,5295
PA39,PA451341,1,5296,5296
PA85,PA451341,1,5297,5297
PA183,PA452604,1,5298,5298
PA27093,PA452604,1,5299,5299
PA378,PA452604,1,5300,5300
PA38,PA452604,1,5301,5301
PA123,PA10026,0,5302,5302
PA124,PA10026,0,5303,5303
PA126,PA10026,0,5304,5304
PA128,PA10026,0,5305,5305
PA130,PA10026,0,5306,5306
PA131,PA10026,0,5307,5307
PA134872551,PA10026,1,5308,5308
PA134884097,PA10026,1,5309,5309
PA139,PA10026,1,5310,5310
PA145148084,PA10026,1,5311,5311
PA193,PA10026,0,5312,5312
PA267,PA10026,1,5313,5313
PA27093,PA10026,0,5314,5314
PA27478,PA10026,0,5315,5315
PA27955,PA10026,1,5316,5316
PA30676,PA10026,1,5317,5317
PA312,PA10026,0,5318,5318
PA34323,PA10026,1,5319,5319
PA35055,PA10026,0,5320,5320
PA35056,PA10026,0,5321,5321
PA37179,PA10026,0,5322,5322
PA124,PA10390,1,5323,5323
PA126,PA10390,1,5324,5324
PA217,PA10390,0,5325,5325
PA329,PA10390,1,5326,5326
PA36394,PA10390,1,5327,5327
PA117,PA450649,1,5328,5328
PA139,PA450649,1,5329,5329
PA24597,PA450649,1,5330,5330
PA33,PA450649,1,5331,5331
PA34,PA450649,1,5332,5332
PA35,PA450649,1,5333,5333
PA36,PA450649,1,5334,5334
PA37,PA450649,1,5335,5335
PA38,PA450649,1,5336,5336
PA117,PA449918,1,5337,5337
PA124,PA449918,1,5338,5338
PA128,PA449918,1,5339,5339
PA131,PA449918,1,5340,5340
PA31945,PA449918,1,5341,5341
PA27832,PA451771,1,5342,5342
PA25724,PA164760860,1,5343,5343
PA25724,PA449165,1,5344,5344
PA25724,PA449177,1,5345,5345
PA25724,PA449212,1,5346,5346
PA25724,PA449247,1,5347,5347
PA25724,PA449412,1,5348,5348
PA25724,PA450428,1,5349,5349
PA25724,PA451100,1,5350,5350
PA25724,PA451663,1,5351,5351
PA25724,PA451879,1,5352,5352
PA134865839,PA166285081,1,5353,5353
PA109,PA166163226,0,5354,5354
PA121,PA165111697,1,5355,5355
PA28469,PA165111697,1,5356,5356
PA139,PA450242,0,5357,5357
PA42,PA450242,1,5358,5358
PA80,PA450242,1,5359,5359
PA267,PA450214,1,5360,5360
PA329,PA164712420,1,5361,5361
PA142671259,PA164712688,1,5362,5362
PA117,PA164712898,1,5363,5363
PA117,PA450688,1,5364,5364
PA123,PA450688,0,5365,5365
PA124,PA450688,0,5366,5366
PA125,PA450688,1,5367,5367
PA126,PA450688,0,5368,5368
PA128,PA450688,0,5369,5369
PA130,PA450688,0,5370,5370
PA131,PA450688,0,5371,5371
PA134872551,PA450688,1,5372,5372
PA134884097,PA450688,1,5373,5373
PA134947616,PA450688,1,5374,5374
PA139,PA450688,1,5375,5375
PA145148084,PA450688,1,5376,5376
PA166,PA450688,1,5377,5377
PA176,PA450688,1,5378,5378
PA192,PA450688,1,5379,5379
PA193,PA450688,0,5380,5380
PA245,PA450688,1,5381,5381
PA26681,PA450688,1,5382,5382
PA267,PA450688,1,5383,5383
PA27092,PA450688,1,5384,5384
PA27093,PA450688,0,5385,5385
PA27478,PA450688,0,5386,5386
PA27479,PA450688,1,5387,5387
PA27832,PA450688,1,5388,5388
PA27955,PA450688,1,5389,5389
PA281,PA450688,1,5390,5390
PA28725,PA450688,1,5391,5391
PA30676,PA450688,1,5392,5392
PA312,PA450688,0,5393,5393
PA31891,PA450688,1,5394,5394
PA329,PA450688,1,5395,5395
PA34323,PA450688,1,5396,5396
PA34375,PA450688,1,5397,5397
PA35055,PA450688,0,5398,5398
PA35056,PA450688,0,5399,5399
PA356,PA450688,1,5400,5400
PA37179,PA450688,0,5401,5401
PA420,PA450688,0,5402,5402
PA31274,PA164784023,1,5403,5403
PA267,PA10478,1,5404,5404
PA128,PA452629,0,5405,5405
PA147,PA449269,1,5406,5406
PA35057,PA10715,1,5407,5407
PA35057,PA152241907,1,5408,5408
PA35057,PA164712708,1,5409,5409
PA35057,PA164713242,1,5410,5410
PA35057,PA164713366,1,5411,5411
PA35057,PA164742987,1,5412,5412
PA35057,PA164781042,1,5413,5413
PA35057,PA164784024,1,5414,5414
PA35057,PA166048654,1,5415,5415
PA35057,PA448015,0,5416,5416
PA35057,PA448320,0,5417,5417
PA35057,PA448406,1,5418,5418
PA35057,PA448785,0,5419,5419
PA35057,PA448803,1,5420,5420
PA35057,PA449061,1,5421,5421
PA35057,PA449748,1,5422,5422
PA35057,PA450164,1,5423,5423
PA35057,PA450413,1,5424,5424
PA35057,PA450428,1,5425,5425
PA35057,PA450616,0,5426,5426
PA35057,PA450947,0,5427,5427
PA35057,PA451241,1,5428,5428
PA35057,PA451686,1,5429,5429
PA35057,PA451846,1,5430,5430
PA35057,PA452639,1,5431,5431
PA142672060,PA10176,1,5432,5432
PA142672060,PA450125,1,5433,5433
PA142672060,PA450126,1,5434,5434
PA142672060,PA450475,1,5435,5435
PA142672060,PA451103,1,5436,5436
PA165585763,PA164760860,1,5437,5437
PA25384,PA164760860,1,5438,5438
PA25724,PA164760860,1,5439,5439
PA26847,PA164760860,1,5440,5440
PA28586,PA164760860,1,5441,5441
PA29731,PA164760860,1,5442,5442
PA35066,PA164760860,1,5443,5443
PA35068,PA164760860,1,5444,5444
PA35072,PA164760860,1,5445,5445
PA116,PA132595336,1,5446,5446
PA267,PA132595336,0,5447,5447
PA124,PA10233,0,5448,5448
PA126,PA10233,0,5449,5449
PA130,PA10233,0,5450,5450
PA131,PA10233,1,5451,5451
PA267,PA10233,1,5452,5452
PA35845,PA10233,1,5453,5453
PA27829,PA448033,1,5454,5454
PA27094,PA128406956,1,5455,5455
PA27094,PA448404,1,5456,5456
PA27094,PA449165,1,5457,5457
PA27094,PA449383,1,5458,5458
PA27094,PA449412,1,5459,5459
PA27094,PA449476,1,5460,5460
PA27094,PA450761,1,5461,5461
PA27094,PA451257,1,5462,5462
PA28725,PA164748978,1,5463,5463
PA128,PA130620651,1,5464,5464
PA166,PA130620651,1,5465,5465
PA182,PA130620651,1,5466,5466
PA244,PA130620651,1,5467,5467
PA254,PA130620651,1,5468,5468
PA26121,PA130620651,1,5469,5469
PA26122,PA130620651,1,5470,5470
PA267,PA130620651,1,5471,5471
PA27121,PA130620651,1,5472,5472
PA331,PA130620651,1,5473,5473
PA36249,PA130620651,1,5474,5474
PA37181,PA130620651,1,5475,5475
PA390,PA130620651,1,5476,5476
PA426,PA130620651,1,5477,5477
PA131,PA10333,1,5478,5478
PA134865839,PA450267,1,5479,5479
PA37188,PA450267,1,5480,5480
